customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
QE52050,california,5678.050167,yes,extended,bachelor,2011-01-19,unemployed,f,0,suburban,married,76,8,44,0,3,corporate auto,corporate l3,offer2,agent,364.8,four-door car,small,2,Riskmakers
YT92071,california,5243.538258,no,basic,master,2011-01-30,employed,f,44851,suburban,divorced,66,28,51,0,3,corporate auto,corporate l2,offer3,web,439.762045,four-door car,medsize,2,Riskmakers
LO14234,california,12263.10529,no,premium,high school or below,2011-01-10,unemployed,m,0,suburban,single,174,13,30,0,8,personal auto,personal l2,offer2,agent,1724.234933,suv,medsize,3,Fresh Starts
HH49378,california,30859.36361,no,basic,master,2011-02-20,employed,m,69872,rural,married,111,35,10,2,2,corporate auto,corporate l3,offer2,web,218.395525,sports car,medsize,2,Riskmakers
JY66887,california,16320.76716,no,extended,high school or below,2011-02-27,unemployed,f,0,suburban,single,247,5,12,3,5,personal auto,personal l2,offer2,branch,1778.4,luxury car,medsize,3,Fresh Starts
HZ39601,california,13447.37157,no,extended,college,2011-02-21,retired,f,26708,suburban,divorced,122,10,24,0,2,personal auto,personal l2,offer2,call center,585.6,suv,medsize,0,Steady Eddies
TV35668,california,2722.210707,yes,basic,college,2011-02-02,medical leave,f,17576,suburban,married,71,29,70,0,1,personal auto,personal l3,offer2,call center,398.502948,four-door car,medsize,2,Riskmakers
BK83393,california,32317.03275,no,basic,bachelor,2011-02-11,employed,f,55475,urban,divorced,116,18,75,0,2,personal auto,personal l3,offer1,agent,412.471,suv,medsize,0,Steady Eddies
ZN98560,california,7896.706446,no,basic,college,2011-02-12,unemployed,m,0,rural,married,111,22,21,0,8,corporate auto,corporate l1,offer1,branch,190.120714,suv,medsize,1,High Rollers
ZR81759,california,2820.741005,no,basic,master,2011-02-02,employed,m,35855,urban,married,70,13,51,0,1,personal auto,personal l3,offer3,web,278.208622,two-door car,medsize,2,Riskmakers
SV46904,california,6904.081112,no,extended,high school or below,2011-01-24,unemployed,f,0,suburban,single,98,26,31,0,4,personal auto,personal l2,offer2,agent,1032.329445,four-door car,medsize,0,Steady Eddies
YN69214,california,7689.714281,no,basic,bachelor,2011-01-14,unemployed,m,0,suburban,single,73,3,73,0,2,personal auto,personal l1,offer2,web,617.705323,four-door car,medsize,0,Steady Eddies
ZI69514,california,4821.213012,no,basic,college,2011-01-24,employed,m,63391,rural,married,64,28,48,4,3,corporate auto,corporate l3,offer3,agent,119.587974,four-door car,medsize,2,Riskmakers
NL33789,california,4077.501164,no,basic,bachelor,2011-01-20,employed,f,53093,rural,divorced,103,3,62,0,1,corporate auto,corporate l2,offer2,call center,98.991733,suv,medsize,2,Riskmakers
LU53495,california,2888.853662,no,basic,college,2011-01-03,employed,m,65412,rural,married,73,1,74,1,1,personal auto,personal l2,offer3,branch,101.753098,four-door car,medsize,2,Riskmakers
HN89408,california,3653.12609,no,premium,college,2011-01-12,unemployed,m,0,suburban,single,107,32,43,0,1,corporate auto,corporate l3,offer1,branch,770.4,four-door car,medsize,0,Steady Eddies
PF71940,california,4836.747754,no,extended,bachelor,2011-01-03,unemployed,f,0,suburban,single,136,8,2,0,1,personal auto,personal l2,offer1,branch,979.2,suv,small,0,Steady Eddies
VJ49806,california,13009.18057,no,basic,college,2011-02-12,unemployed,m,0,suburban,single,61,2,81,0,2,personal auto,personal l2,offer1,agent,380.069056,two-door car,medsize,2,Riskmakers
GY40926,california,2612.528734,no,basic,college,2011-01-26,employed,m,37073,suburban,married,66,16,35,0,1,personal auto,personal l3,offer2,branch,316.8,four-door car,medsize,2,Riskmakers
II32272,california,25390.54546,no,extended,high school or below,2011-02-17,disabled,f,19359,suburban,married,129,0,62,0,2,personal auto,personal l3,offer4,call center,928.8,sports car,medsize,0,Steady Eddies
NG68910,california,8901.055724,no,basic,high school or below,2011-02-20,employed,m,46814,suburban,married,113,7,19,0,3,corporate auto,corporate l1,offer4,agent,542.4,suv,medsize,0,Steady Eddies
XK43825,california,4704.176131,no,basic,college,2011-02-25,unemployed,m,0,suburban,married,68,10,48,1,3,personal auto,personal l3,offer3,call center,326.4,two-door car,medsize,2,Riskmakers
LA29810,california,6240.903564,no,extended,college,2011-02-23,employed,f,68332,suburban,married,79,23,21,3,8,personal auto,personal l2,offer2,branch,379.2,four-door car,medsize,1,High Rollers
BU71528,california,8053.268897,no,premium,college,2011-02-01,disabled,m,17301,suburban,married,105,1,11,0,5,personal auto,personal l1,offer2,call center,638.543326,four-door car,small,0,Steady Eddies
OM73267,california,5229.445752,no,basic,high school or below,2011-01-11,employed,f,69545,suburban,married,65,17,97,0,8,corporate auto,corporate l3,offer1,call center,312.0,four-door car,medsize,1,High Rollers
IW72280,california,5035.035257,no,basic,doctor,2011-02-14,employed,f,37405,urban,married,63,8,99,3,4,corporate auto,corporate l2,offer2,branch,287.556107,four-door car,medsize,2,Riskmakers
PH47195,california,5492.388442,no,extended,bachelor,2011-02-20,employed,m,74271,rural,divorced,136,1,79,0,1,personal auto,personal l2,offer1,call center,174.327925,sports car,medsize,2,Riskmakers
KU85991,california,2592.437797,yes,basic,high school or below,2011-01-02,employed,m,72421,suburban,married,65,8,23,0,1,corporate auto,corporate l3,offer2,call center,312.0,four-door car,small,2,Riskmakers
LK49091,california,3657.585449,no,extended,bachelor,2011-02-02,employed,f,62650,rural,married,92,0,42,0,1,personal auto,personal l2,offer2,branch,148.820742,four-door car,large,2,Riskmakers
OK96130,california,5319.311913,no,extended,high school or below,2011-02-12,employed,m,37331,suburban,married,134,26,7,0,1,personal auto,personal l2,offer2,agent,898.914194,suv,medsize,0,Steady Eddies
MN83273,california,41787.90343,yes,premium,high school or below,2011-01-31,employed,f,46587,suburban,divorced,119,34,74,2,2,personal auto,personal l3,offer1,call center,571.2,four-door car,medsize,0,Steady Eddies
NY89701,california,5977.410465,no,extended,bachelor,2011-02-05,employed,f,25320,urban,married,76,10,70,1,8,personal auto,personal l3,offer1,agent,269.065636,four-door car,large,1,High Rollers
FL30667,california,9298.887011,no,extended,college,2011-01-19,employed,f,22094,suburban,married,79,2,34,1,2,corporate auto,corporate l1,offer4,branch,460.889274,four-door car,small,0,Steady Eddies
AW27717,california,20531.64534,no,extended,high school or below,2011-01-08,disabled,f,12503,rural,single,92,4,31,0,2,personal auto,personal l3,offer1,branch,120.69808,four-door car,medsize,2,Riskmakers
OL28568,california,8725.292767,no,premium,bachelor,2011-02-07,employed,m,69772,suburban,single,112,17,38,0,9,personal auto,personal l2,offer3,branch,537.6,four-door car,medsize,1,High Rollers
EA52579,california,7687.296987,no,basic,bachelor,2011-02-26,unemployed,f,0,suburban,divorced,109,0,5,0,3,personal auto,personal l1,offer3,call center,523.2,suv,medsize,0,Steady Eddies
WZ96432,california,9150.137599,no,basic,master,2011-02-19,employed,f,32370,suburban,married,115,2,77,0,4,corporate auto,corporate l3,offer1,branch,552.0,suv,medsize,0,Steady Eddies
HC90344,california,20370.76787,no,basic,bachelor,2011-02-09,unemployed,f,0,suburban,single,73,0,21,1,2,corporate auto,corporate l2,offer1,branch,525.6,four-door car,medsize,0,Steady Eddies
SG59507,california,2775.671887,no,basic,college,2011-02-11,employed,f,38222,rural,divorced,71,6,8,0,1,personal auto,personal l2,offer2,call center,166.78838,four-door car,medsize,2,Riskmakers
HE85298,california,4384.348683,no,basic,high school or below,2011-01-07,employed,f,32272,rural,married,110,6,5,0,1,corporate auto,corporate l3,offer2,branch,6.342791,suv,medsize,2,Riskmakers
CR83581,california,7712.057483,no,basic,college,2011-02-05,disabled,m,27816,suburban,married,118,4,90,5,3,personal auto,personal l2,offer1,agent,566.4,suv,small,0,Steady Eddies
MB15338,california,11472.23701,no,basic,college,2011-02-03,employed,m,62134,rural,single,73,13,14,0,2,personal auto,personal l2,offer2,web,25.333594,two-door car,medsize,2,Riskmakers
YR10848,california,4118.588554,yes,premium,bachelor,2011-01-28,employed,f,69379,suburban,single,103,14,79,0,1,personal auto,personal l3,offer1,branch,494.4,two-door car,medsize,0,Steady Eddies
KA69047,california,3450.073829,no,extended,bachelor,2011-02-02,employed,m,68082,rural,single,88,24,53,0,1,personal auto,personal l3,offer2,web,39.579516,four-door car,medsize,2,Riskmakers
XE72624,california,2536.885365,no,basic,high school or below,2011-02-15,employed,f,34653,suburban,married,64,18,72,0,1,corporate auto,corporate l1,offer4,branch,307.2,four-door car,small,2,Riskmakers
UN77671,california,7330.190221,no,extended,college,2011-01-23,employed,f,26906,rural,married,92,17,12,0,3,personal auto,personal l3,offer3,branch,106.528651,two-door car,medsize,2,Riskmakers
RN72721,california,8886.296424,no,basic,high school or below,2011-01-21,disabled,f,20903,suburban,married,117,4,40,0,8,personal auto,personal l2,offer4,branch,561.6,suv,medsize,1,High Rollers
LO94085,california,3193.156111,no,extended,college,2011-01-30,employed,f,80580,rural,married,81,11,22,2,1,personal auto,personal l1,offer4,web,41.694266,two-door car,medsize,2,Riskmakers
JR89623,california,2698.693364,no,basic,high school or below,2011-02-21,employed,f,76025,rural,married,67,29,0,0,1,corporate auto,corporate l3,offer2,branch,151.021648,four-door car,medsize,2,Riskmakers
VF65535,california,42937.34691,no,extended,college,2011-01-18,employed,f,64937,urban,single,122,27,43,0,2,corporate auto,corporate l2,offer3,agent,328.82872,suv,medsize,2,Riskmakers
CF95802,california,8151.719109,no,basic,college,2011-02-10,unemployed,m,0,suburban,single,114,9,27,0,5,personal auto,personal l2,offer2,branch,820.8,suv,small,0,Steady Eddies
XX88364,california,8622.835375,yes,basic,bachelor,2011-02-18,employed,m,97361,suburban,single,73,6,85,0,2,corporate auto,corporate l3,offer1,agent,350.4,four-door car,medsize,2,Riskmakers
CK15380,california,2784.911238,no,basic,high school or below,2011-02-12,disabled,f,20814,urban,married,72,16,57,0,1,personal auto,personal l2,offer3,call center,288.594641,four-door car,medsize,2,Riskmakers
HS97983,california,30647.63125,no,premium,high school or below,2011-02-20,unemployed,f,0,suburban,single,105,8,29,0,2,personal auto,personal l2,offer1,agent,1212.054819,four-door car,small,3,Fresh Starts
CC92362,california,8936.370357,no,premium,bachelor,2011-01-06,disabled,m,18141,suburban,married,116,2,87,0,3,personal auto,personal l3,offer2,call center,722.404711,four-door car,small,0,Steady Eddies
JW21133,california,6480.099944,no,extended,bachelor,2011-02-10,medical leave,m,18820,suburban,married,95,3,51,4,8,personal auto,personal l3,offer1,branch,456.0,two-door car,small,1,High Rollers
YP72749,california,2449.789611,no,basic,bachelor,2011-02-16,employed,f,44662,urban,single,63,3,51,1,1,corporate auto,corporate l1,offer1,agent,165.098152,four-door car,medsize,2,Riskmakers
KW99972,california,10524.71154,no,extended,high school or below,2011-01-09,employed,f,40332,urban,married,132,10,59,2,5,personal auto,personal l3,offer1,branch,463.604317,sports car,medsize,0,Steady Eddies
NW62233,california,5314.958536,no,basic,master,2011-01-28,employed,m,66467,urban,married,66,17,65,0,3,personal auto,personal l2,offer4,web,294.705573,two-door car,medsize,2,Riskmakers
HJ62427,california,3522.480373,no,extended,college,2011-01-02,employed,f,90804,rural,married,87,1,95,0,1,personal auto,personal l1,offer1,agent,169.386126,four-door car,medsize,2,Riskmakers
TA31436,california,8132.702789,no,basic,bachelor,2011-01-09,employed,f,36737,suburban,married,102,13,20,0,8,corporate auto,corporate l3,offer1,agent,512.861063,sports car,large,1,High Rollers
ZK67670,california,31758.35391,no,extended,master,2011-01-28,employed,f,44207,urban,married,99,23,57,0,2,corporate auto,corporate l2,offer3,agent,407.638917,four-door car,medsize,2,Riskmakers
QK82654,california,19849.73509,no,premium,college,2011-01-15,unemployed,m,0,suburban,single,286,3,3,0,9,personal auto,personal l2,offer1,agent,2059.2,luxury suv,small,3,Fresh Starts
GY43856,california,4349.30875,yes,basic,college,2011-02-10,employed,f,75648,rural,married,108,28,10,0,1,corporate auto,corporate l3,offer2,branch,112.660916,suv,large,2,Riskmakers
BA87216,california,20878.41013,no,extended,college,2011-01-20,employed,m,50555,suburban,divorced,88,9,45,0,2,personal auto,personal l2,offer4,web,422.4,four-door car,large,2,Riskmakers
OH83983,california,3528.044252,yes,extended,doctor,2011-02-01,employed,m,31278,suburban,married,92,24,95,4,1,personal auto,personal l2,offer1,branch,441.6,two-door car,medsize,0,Steady Eddies
ZU83252,california,8703.727127,no,basic,master,2011-02-09,employed,f,61897,rural,married,72,7,79,0,2,personal auto,personal l3,offer3,web,3.406136,four-door car,medsize,2,Riskmakers
DN92191,california,8383.677045,no,basic,master,2011-02-08,employed,m,68717,suburban,divorced,70,4,33,0,2,personal auto,personal l3,offer4,branch,810.907059,four-door car,small,0,Steady Eddies
XR74007,california,3540.206231,no,extended,bachelor,2011-01-31,employed,f,62863,rural,married,88,18,52,0,1,corporate auto,corporate l1,offer3,agent,94.507735,four-door car,medsize,2,Riskmakers
GB32334,california,5379.482798,no,basic,college,2011-02-10,employed,f,24702,urban,married,68,13,63,0,8,personal auto,personal l3,offer2,web,214.91451,four-door car,large,1,High Rollers
QW59726,california,2944.780529,no,basic,master,2011-01-12,employed,f,87274,suburban,married,73,2,30,1,1,personal auto,personal l2,offer2,agent,350.4,four-door car,medsize,2,Riskmakers
XO43812,california,8028.179882,no,basic,master,2011-02-22,employed,m,56482,suburban,married,199,4,75,0,1,personal auto,personal l1,offer4,call center,955.2,luxury suv,medsize,3,Fresh Starts
UI75273,california,7522.068229,no,extended,high school or below,2011-01-27,employed,f,47727,suburban,married,94,25,33,0,3,corporate auto,corporate l3,offer2,call center,451.2,two-door car,medsize,0,Steady Eddies
MR76405,california,9470.063102,no,extended,college,2011-02-26,employed,f,46530,rural,married,80,12,46,1,2,corporate auto,corporate l2,offer1,agent,118.556928,four-door car,medsize,2,Riskmakers
VF65251,california,6674.177684,no,basic,college,2011-01-03,unemployed,m,0,suburban,single,189,23,14,0,1,personal auto,personal l2,offer4,branch,1737.320276,luxury suv,large,3,Fresh Starts
GH31245,california,12694.88894,no,basic,high school or below,2011-01-24,employed,f,73274,urban,married,105,6,90,0,2,corporate auto,corporate l3,offer3,branch,284.211516,suv,medsize,2,Riskmakers
UW20734,california,3590.693623,no,extended,college,2011-01-09,employed,f,82918,rural,married,89,28,50,0,1,personal auto,personal l2,offer2,branch,29.828668,two-door car,small,2,Riskmakers
KK61203,california,3934.099422,no,premium,high school or below,2011-02-14,medical leave,m,20920,suburban,married,103,25,88,0,1,personal auto,personal l2,offer1,web,494.4,four-door car,medsize,0,Steady Eddies
UQ54273,california,11790.49617,yes,basic,college,2011-01-03,retired,m,25251,suburban,divorced,66,13,43,0,2,personal auto,personal l3,offer2,web,316.8,four-door car,medsize,2,Riskmakers
PV48046,california,5267.760257,no,extended,master,2011-02-19,employed,m,39722,suburban,divorced,133,9,62,0,1,personal auto,personal l3,offer1,call center,638.4,suv,large,0,Steady Eddies
QW21219,california,16468.22079,yes,basic,high school or below,2011-01-27,unemployed,f,0,suburban,divorced,63,4,52,0,2,corporate auto,corporate l1,offer2,agent,685.12694,four-door car,medsize,0,Steady Eddies
PR80703,california,5745.95924,no,basic,bachelor,2011-02-09,employed,f,51335,rural,married,71,17,88,0,9,personal auto,personal l3,offer1,branch,171.685669,four-door car,medsize,1,High Rollers
OI44122,california,8845.185533,no,basic,bachelor,2011-02-14,employed,m,45600,suburban,married,113,6,96,0,3,personal auto,personal l2,offer1,agent,617.936885,suv,medsize,0,Steady Eddies
YM44855,california,6570.970605,no,premium,master,2011-02-14,employed,f,52951,rural,single,167,3,43,1,1,personal auto,personal l1,offer1,branch,289.77269,suv,small,0,Steady Eddies
CS35098,california,10212.01913,no,extended,college,2011-01-11,employed,m,93920,urban,married,84,20,13,0,2,corporate auto,corporate l3,offer2,web,213.027868,four-door car,medsize,2,Riskmakers
VV57998,california,2556.674379,no,basic,bachelor,2011-01-02,unemployed,m,0,suburban,single,71,17,22,0,1,corporate auto,corporate l2,offer1,agent,340.8,four-door car,medsize,2,Riskmakers
ZC17826,california,15552.39651,no,basic,bachelor,2011-01-04,unemployed,m,0,suburban,single,64,2,99,0,2,personal auto,personal l2,offer1,call center,307.2,four-door car,medsize,2,Riskmakers
WD85096,california,4904.462754,no,basic,master,2011-01-21,disabled,f,27593,urban,married,63,31,78,0,6,corporate auto,corporate l3,offer1,agent,241.232198,two-door car,medsize,1,High Rollers
LZ57827,california,13931.35067,no,basic,bachelor,2011-01-12,employed,m,37695,urban,married,118,11,62,0,2,personal auto,personal l2,offer1,branch,352.311743,suv,medsize,0,Steady Eddies
CV70978,california,7756.437921,no,basic,bachelor,2011-02-01,employed,m,97592,suburban,divorced,65,10,7,0,2,personal auto,personal l2,offer4,agent,312.0,four-door car,medsize,2,Riskmakers
GQ42004,california,11232.9821,no,basic,college,2011-02-02,unemployed,m,0,suburban,married,74,12,68,0,2,personal auto,personal l3,offer2,call center,355.2,four-door car,small,2,Riskmakers
AV93209,california,12487.58095,no,premium,high school or below,2011-01-11,employed,f,31283,suburban,married,104,18,3,0,2,personal auto,personal l3,offer1,agent,499.2,four-door car,medsize,0,Steady Eddies
BV27017,california,17602.51146,no,premium,college,2011-02-06,unemployed,f,0,suburban,divorced,161,1,68,1,2,corporate auto,corporate l1,offer1,agent,772.8,suv,medsize,0,Steady Eddies
VU71619,california,13277.08425,no,basic,bachelor,2011-01-10,employed,m,96402,urban,married,110,29,41,0,2,personal auto,personal l3,offer3,agent,379.897943,suv,medsize,2,Riskmakers
FM12425,california,19337.90103,no,extended,college,2011-02-08,employed,m,26488,suburban,divorced,247,21,39,0,7,personal auto,personal l2,offer1,web,1321.584957,luxury suv,medsize,3,Fresh Starts
DY27031,california,4448.564599,no,basic,high school or below,2011-01-28,unemployed,m,0,suburban,single,70,27,24,3,3,personal auto,personal l1,offer1,agent,432.835989,four-door car,large,2,Riskmakers
UE75424,california,10732.50747,no,extended,doctor,2011-02-22,employed,m,75728,rural,married,133,24,68,0,4,corporate auto,corporate l3,offer1,call center,44.159065,suv,medsize,2,Riskmakers
MU67498,california,7200.664877,yes,basic,college,2011-01-26,unemployed,f,0,suburban,married,66,16,77,0,2,corporate auto,corporate l2,offer2,agent,316.8,four-door car,medsize,2,Riskmakers
IX32007,california,2864.820306,no,basic,bachelor,2011-01-06,unemployed,m,0,suburban,single,109,2,8,4,1,personal auto,personal l2,offer3,call center,1145.746845,suv,small,0,Steady Eddies
DF86803,california,5308.434428,no,basic,high school or below,2011-02-14,unemployed,m,0,suburban,single,73,9,43,0,3,corporate auto,corporate l3,offer1,agent,525.6,four-door car,medsize,0,Steady Eddies
JS10224,california,18321.24471,no,basic,college,2011-02-16,employed,f,76726,rural,married,65,27,26,0,2,personal auto,personal l2,offer2,branch,10.36741,four-door car,medsize,2,Riskmakers
HA93483,california,4319.145955,no,basic,bachelor,2011-02-12,disabled,f,11811,suburban,married,110,20,20,0,1,personal auto,personal l2,offer2,branch,808.618307,sports car,small,0,Steady Eddies
WW80551,california,6556.099198,no,basic,high school or below,2011-01-03,unemployed,m,0,suburban,single,63,6,58,0,2,personal auto,personal l3,offer1,branch,453.6,four-door car,small,2,Riskmakers
WI89701,california,5705.899103,no,basic,college,2011-01-11,unemployed,f,0,suburban,married,74,2,34,0,9,personal auto,personal l3,offer1,branch,432.4081,two-door car,medsize,1,High Rollers
JQ81164,california,6656.15047,no,extended,college,2011-01-28,disabled,f,26628,suburban,married,85,15,28,0,6,corporate auto,corporate l1,offer1,agent,408.0,two-door car,large,1,High Rollers
KA25468,california,4905.321482,no,basic,master,2011-02-03,employed,m,46177,suburban,married,61,8,32,0,8,personal auto,personal l3,offer1,web,379.075927,four-door car,small,1,High Rollers
IW31117,california,5620.587184,no,basic,doctor,2011-02-16,employed,m,21142,rural,single,71,16,79,0,4,personal auto,personal l2,offer1,agent,79.293115,two-door car,large,2,Riskmakers
MI91352,california,8382.478392,yes,basic,bachelor,2011-01-27,employed,m,25998,suburban,married,71,16,38,0,2,personal auto,personal l1,offer2,call center,791.878042,four-door car,medsize,0,Steady Eddies
CP93345,california,2857.992725,no,basic,bachelor,2011-02-15,employed,f,85300,urban,divorced,73,8,39,2,1,corporate auto,corporate l3,offer2,call center,319.867735,four-door car,large,2,Riskmakers
CZ20440,california,4291.056403,no,basic,high school or below,2011-01-28,unemployed,f,0,suburban,single,62,1,2,1,7,corporate auto,corporate l2,offer1,agent,403.991524,four-door car,large,1,High Rollers
KZ35883,california,33288.16185,no,premium,college,2011-02-03,employed,f,91541,rural,married,118,23,3,0,2,personal auto,personal l2,offer2,branch,51.549119,four-door car,medsize,2,Riskmakers
SJ30138,california,4145.0234,no,basic,high school or below,2011-01-02,unemployed,m,0,suburban,divorced,118,12,88,0,1,corporate auto,corporate l3,offer1,call center,566.4,suv,medsize,0,Steady Eddies
AO77635,california,4005.720666,no,basic,college,2011-01-02,employed,f,28987,rural,married,102,8,98,0,1,personal auto,personal l2,offer3,branch,245.693546,suv,medsize,2,Riskmakers
PJ36160,california,16272.74322,no,basic,bachelor,2011-02-09,employed,m,83589,urban,single,103,27,65,0,2,personal auto,personal l2,offer3,agent,366.0396,suv,small,2,Riskmakers
XT41916,california,5143.865361,no,basic,high school or below,2011-02-11,unemployed,f,0,suburban,single,72,9,84,0,3,personal auto,personal l3,offer1,agent,375.204446,four-door car,medsize,2,Riskmakers
EA61783,california,26232.85024,no,basic,bachelor,2011-01-15,employed,f,35868,suburban,single,110,20,51,0,2,personal auto,personal l3,offer2,branch,528.0,suv,medsize,0,Steady Eddies
IS12075,california,5100.088201,no,basic,high school or below,2011-01-26,unemployed,f,0,suburban,single,71,9,2,1,7,corporate auto,corporate l1,offer3,web,653.726919,four-door car,small,1,High Rollers
QV14053,california,2708.019336,no,basic,high school or below,2011-01-05,employed,m,53807,rural,divorced,68,25,69,0,1,personal auto,personal l3,offer4,web,63.760358,two-door car,medsize,2,Riskmakers
ZZ68210,california,30745.96199,no,premium,high school or below,2011-01-26,unemployed,m,0,suburban,single,110,27,89,0,2,personal auto,personal l2,offer1,call center,1004.755092,four-door car,medsize,0,Steady Eddies
BT57285,california,4563.872603,no,extended,high school or below,2011-02-13,unemployed,m,0,suburban,married,124,32,39,0,1,personal auto,personal l1,offer1,agent,595.2,suv,medsize,0,Steady Eddies
UF88512,california,7442.570447,no,extended,bachelor,2011-01-17,employed,m,57517,suburban,single,96,14,61,0,8,corporate auto,corporate l3,offer2,web,460.8,four-door car,medsize,1,High Rollers
RI76399,california,17636.42483,no,basic,high school or below,2011-02-26,employed,f,37109,suburban,married,63,7,70,0,2,corporate auto,corporate l2,offer1,agent,302.4,two-door car,medsize,2,Riskmakers
OY95386,california,8418.573784,no,basic,bachelor,2011-02-05,unemployed,f,0,suburban,married,115,21,62,0,9,personal auto,personal l2,offer3,branch,552.0,suv,medsize,1,High Rollers
BJ58596,california,2486.428407,no,basic,high school or below,2011-02-24,unemployed,f,0,suburban,single,72,22,55,0,1,corporate auto,corporate l3,offer2,branch,518.4,two-door car,large,0,Steady Eddies
HV75193,california,2866.595388,no,basic,master,2011-02-07,disabled,f,26924,urban,married,73,12,80,0,1,personal auto,personal l2,offer1,call center,262.086021,four-door car,medsize,2,Riskmakers
LI81655,california,6638.122296,no,premium,master,2011-02-26,employed,m,21586,suburban,married,167,31,44,1,1,personal auto,personal l2,offer4,agent,801.6,sports car,medsize,0,Steady Eddies
XP61922,california,2530.705137,yes,basic,bachelor,2011-01-21,employed,f,89451,rural,single,63,11,2,0,1,personal auto,personal l3,offer2,web,61.769564,four-door car,medsize,2,Riskmakers
JA12512,california,5556.282281,no,basic,bachelor,2011-02-16,employed,f,97424,urban,married,68,25,13,0,5,personal auto,personal l3,offer1,agent,230.436256,two-door car,medsize,1,High Rollers
FP20500,california,6264.6336,no,extended,bachelor,2011-02-18,unemployed,m,0,suburban,single,89,5,16,0,3,corporate auto,corporate l1,offer1,agent,850.175941,two-door car,medsize,0,Steady Eddies
MS88882,california,5639.402141,no,extended,college,2011-01-11,disabled,m,24636,suburban,single,77,5,72,0,6,personal auto,personal l3,offer2,agent,480.925301,two-door car,medsize,1,High Rollers
QH52104,california,3903.383926,no,premium,master,2011-01-18,unemployed,m,0,suburban,single,104,25,87,0,1,personal auto,personal l2,offer1,call center,499.2,four-door car,medsize,0,Steady Eddies
BM92346,california,3919.366722,yes,extended,high school or below,2011-01-05,employed,f,66676,suburban,married,97,0,40,0,1,personal auto,personal l1,offer3,agent,558.099357,four-door car,small,0,Steady Eddies
NS23754,california,2566.782278,no,basic,high school or below,2011-02-09,employed,f,21375,suburban,married,65,14,66,0,1,corporate auto,corporate l3,offer3,call center,312.0,four-door car,large,2,Riskmakers
ZG54759,california,2837.007353,no,basic,college,2011-01-17,employed,f,41408,urban,divorced,73,4,89,1,1,corporate auto,corporate l2,offer1,branch,268.710908,four-door car,medsize,2,Riskmakers
LI31082,california,12741.84754,yes,basic,bachelor,2011-01-07,employed,f,73054,urban,married,106,34,36,1,2,personal auto,personal l2,offer1,branch,419.365958,suv,medsize,0,Steady Eddies
UY51200,california,8888.886826,no,basic,college,2011-01-09,employed,m,77104,urban,married,112,21,65,1,6,corporate auto,corporate l3,offer1,agent,436.494292,suv,medsize,1,High Rollers
UV44323,california,4903.131185,no,extended,college,2011-01-06,unemployed,f,0,suburban,married,133,11,95,0,1,personal auto,personal l2,offer2,branch,638.4,suv,large,0,Steady Eddies
TO55166,california,2600.002868,no,basic,bachelor,2011-01-12,employed,m,72766,rural,married,65,23,93,0,1,personal auto,personal l2,offer3,branch,91.464233,two-door car,medsize,2,Riskmakers
TZ28073,california,4341.363555,no,basic,bachelor,2011-01-10,employed,m,23352,suburban,married,112,0,86,0,1,personal auto,personal l3,offer2,branch,537.6,suv,medsize,0,Steady Eddies
UF31027,california,4298.664542,no,basic,college,2011-01-28,employed,f,76778,urban,married,107,31,46,1,1,personal auto,personal l3,offer1,agent,500.665061,suv,small,0,Steady Eddies
UV48386,california,2698.048753,no,basic,master,2011-01-25,employed,m,40154,suburban,married,67,24,17,0,1,corporate auto,corporate l1,offer1,branch,360.670642,four-door car,medsize,2,Riskmakers
HO74982,california,5382.761801,no,basic,bachelor,2011-01-24,employed,f,74888,suburban,married,68,19,36,3,7,personal auto,personal l3,offer3,call center,335.936021,two-door car,small,1,High Rollers
BD12981,california,5732.686642,no,basic,college,2011-01-30,employed,f,39337,urban,single,74,29,1,1,9,personal auto,personal l2,offer1,agent,277.225868,four-door car,medsize,1,High Rollers
JC18314,california,7089.046071,no,extended,bachelor,2011-01-10,employed,m,28121,suburban,divorced,90,16,0,0,4,personal auto,personal l1,offer2,agent,432.0,two-door car,medsize,0,Steady Eddies
BP90016,california,8302.321168,no,basic,master,2011-02-27,employed,m,78032,urban,married,103,8,49,0,3,corporate auto,corporate l3,offer3,agent,323.607074,suv,small,2,Riskmakers
PS23376,california,5671.09467,no,basic,high school or below,2011-02-26,employed,f,69668,rural,married,70,34,33,0,4,corporate auto,corporate l2,offer1,branch,64.855035,two-door car,large,2,Riskmakers
LX30483,california,3371.528475,no,basic,college,2011-02-01,unemployed,f,0,suburban,single,102,2,36,3,1,personal auto,personal l2,offer1,agent,489.6,suv,medsize,0,Steady Eddies
FQ93665,california,18939.50603,no,basic,high school or below,2011-01-20,employed,f,21911,suburban,married,67,16,34,0,2,corporate auto,corporate l3,offer2,agent,705.42264,four-door car,small,0,Steady Eddies
LG73224,california,2670.63599,no,basic,high school or below,2011-01-20,employed,m,52572,suburban,single,68,16,73,0,1,personal auto,personal l2,offer4,web,379.281455,four-door car,medsize,2,Riskmakers
